Date,State,HighQ,MedQ,LowQ
2014-04-04,Mississippi,343.84,147.09,141.39
2014-04-04,Missouri,368.22,245.17,148.95
2014-04-04,Pennsylvania,369.04,267.66,193.44
2014-04-04,Rhode Island,331.15,258.86,201.75
2014-04-04,South Carolina,344.72,202.03,186.19
2014-04-04,South Dakota,388.48,354.49,124.17
2014-04-04,Tennessee,356.06,226.34,190.39
2014-04-04,Texas,340.17,234.51,142.59
2014-04-04,Utah,291.65,241.4,187.19
2014-04-04,Vermont,376.9,319.68,190.36
2014-04-04,Virginia,371.65,287.25,227.05
2014-04-04,Washington,233.99,191.1,143.67
2014-04-04,West Virginia,358.72,214.67,160.12
2014-04-04,Wisconsin,356.23,270.66,242.49
2014-04-04,Wyoming,354.72,370.55,161.3
2014-05-04,Alabama,341.03,204.72,143.76
2014-05-04,Alaska,288.55,257.4,375.82
2014-05-04,Arizona,300.81,208.23,190.59
2014-05-04,Arkansas,352.14,184.69,129.02
2014-05-04,California,246.09,191.82,191.43
2014-05-04,Colorado,236.72,196.82,233.09
2014-05-04,Connecticut,345.06,272.42,251.03
2014-05-04,Delaware,369.2,228.59,209.72
2014-05-04,District of Columbia,347.51,292,209.83
2014-05-04,Florida,304.23,217.65,153.21
2014-05-04,Georgia,328.96,214.8,154.26
2014-05-04,Hawaii,314.53,266.61,165.55
2014-05-04,Idaho,276.18,252.73,139.21
2014-05-04,Illinois,356.54,285.98,189.38
2014-05-04,Indiana,335.07,210.23,156.73
2014-05-04,Iowa,369.13,290.09,247.1
2014-05-04,Kansas,350.31,261.72,118.41
2014-05-04,Kentucky,339.34,182.41,124.69
2014-05-04,Louisiana,370.38,244.35,145.8
2014-05-04,Maine,317.35,258.23,274.25
2014-05-04,Montana,268.22,252.4,645.6
2014-05-04,Nebraska,343.91,250.96,136.34
2014-05-04,Nevada,268.33,227.57,243.46
2014-05-04,New Hampshire,359.59,291.36,677.38
2014-05-04,New Jersey,351.45,290.75,230.87
2014-05-04,New Mexico,290.62,200.99,87.84
2014-05-04,New York,349.01,266.57,205.18
2014-05-04,North Carolina,352.21,244.12,150.84
2014-05-04,North Dakota,391.23,350.39,334.13
2014-05-04,Ohio,336.05,216.35,164.2
2014-05-04,Oklahoma,366.37,234.87,119.23
2014-05-04,Oregon,210.03,185.72,165.81
2014-05-04,Maryland,375.03,250.5,188.84
2014-05-04,Massachusetts,350.75,294.02,219.16
2014-05-04,Michigan,295.29,277.33,275.43
2014-05-04,Minnesota,367.06,276.77,183.45
2014-05-04,Mississippi,340.81,145.9,140.57
2014-05-04,Missouri,368.31,243.4,142.01
2014-05-04,Pennsylvania,368.2,267.54,195.97
2014-05-04,Rhode Island,330.08,258.55,208.36
2014-05-04,South Carolina,342.65,201.09,186.91
2014-05-04,South Dakota,386.25,355.63,123.94
2014-05-04,Tennessee,355.29,225.09,187.46
2014-05-04,Texas,339.23,233.72,142.8
2014-05-04,Utah,290.32,240.01,204.76
2014-05-04,Vermont,376.44,320.96,190.36
2014-05-04,Virginia,370.09,288.54,222.83
2014-05-04,Washington,233.3,190.36,141.86
2014-05-04,West Virginia,354.78,214.48,156.1
2014-05-04,Wisconsin,354.9,271.93,239.46
2014-05-04,Wyoming,349.95,359.98,161.3
2014-06-04,Alabama,340.63,203.77,144.37
2014-06-04,Alaska,285.18,252.86,359.87
2014-06-04,Arizona,302.28,208.81,186.86
2014-06-04,Arkansas,349.69,184.37,126.62
2014-06-04,California,245.74,192.26,190.02
2014-06-04,Colorado,236.93,196.52,231.56
2014-06-04,Connecticut,343.76,272.74,251.03
2014-06-04,Delaware,368.97,225.48,204.86
2014-06-04,District of Columbia,346.8,291.45,209.83
2014-06-04,Florida,302.99,217.84,151.9
2014-06-04,Georgia,327.03,214.93,145.42
2014-06-04,Hawaii,313.34,276.04,165.55
2014-06-04,Idaho,275.7,251.25,136.89
2014-06-04,Illinois,356.18,285.2,190.14
2014-06-04,Indiana,333.54,210.47,156.38
2014-06-04,Iowa,367.09,288.68,247.1
2014-06-04,Kansas,350.02,259.44,120.31
2014-06-04,Kentucky,339.57,182.21,124.06
2014-06-04,Louisiana,367.71,244.39,144.4
2014-06-04,Maine,317.83,256.82,274.25
2014-06-04,Montana,268,252.01,632.31
2014-06-04,Nebraska,344.73,250.55,133.37
2014-06-04,Nevada,268.27,230.09,238.93
2014-06-04,New Hampshire,359.32,290.4,657.98
2014-06-04,New Jersey,350.59,289.63,224.74
2014-06-04,New Mexico,290.57,201.92,85.81
2014-06-04,New York,347.58,266.22,205.41
2014-06-04,North Carolina,350.63,245.51,151.8
2014-06-04,North Dakota,400.69,363.43,348.9
2014-06-04,Ohio,335.91,216.78,162.89
2014-06-04,Oklahoma,365.53,234.47,118.71
2014-06-04,Oregon,209.56,185.41,162.91
2014-06-04,Maryland,372.33,250.62,187.17
2014-06-04,Massachusetts,350.81,293.05,221.92
2014-06-04,Michigan,294.55,277.01,273.42
2014-06-04,Minnesota,366.25,278.37,181.83
2014-06-04,Mississippi,337.15,145.51,146.82
2014-06-04,Missouri,363.36,244.16,143.53
2014-06-04,Pennsylvania,367.41,267.19,193.06
2014-06-04,Rhode Island,328.42,256.85,203.71
2014-06-04,South Carolina,343.89,201.28,189.58
2014-06-04,South Dakota,382.21,351.01,123.94
2014-06-04,Tennessee,354.53,224.89,186.55
2014-06-04,Texas,338.26,233.37,142.84
2014-06-04,Utah,289.17,239.14,208.27
2014-06-04,Vermont,376.94,321.2,190.36
2014-06-04,Virginia,369.44,289.92,222.77
2014-06-04,Washington,232.38,190.04,141.7
2014-06-04,West Virginia,355.22,215.59,155.8
2014-06-04,Wisconsin,354.46,271.75,237.56
2014-06-04,Wyoming,350.72,359.79,161.3
2015-06-04,Alabama,337.32,206.14,NA
2015-06-04,Alaska,292.84,265.39,NA
2015-06-04,Arizona,296.71,208.28,NA
2015-06-04,Arkansas,333.9,211.88,NA
2015-06-04,California,241.94,187.88,NA
2015-06-04,Colorado,241.11,194.83,NA
2015-06-04,Connecticut,332.33,264.79,NA
2015-06-04,Delaware,353.64,241.95,NA
2015-06-04,District of Columbia,345.32,282.09,NA
2015-06-04,Florida,297.03,215.85,NA
2015-06-04,Georgia,317.04,216.58,NA
2015-06-04,Hawaii,302.22,259.02,NA
2015-06-04,Idaho,273.2,241.6,NA
2015-06-04,Illinois,348.93,279.43,NA
2015-06-04,Indiana,328.38,217.95,NA
2015-06-04,Iowa,361.94,287.67,NA
2015-06-04,Kansas,345.95,260.93,NA
2015-06-04,Kentucky,341.19,184.61,NA
2015-06-04,Louisiana,357.81,240.69,NA
2015-06-04,Maine,304.65,232.77,NA
2015-06-04,Montana,264.57,238.3,NA
2015-06-04,Nebraska,330.33,239.66,NA
2015-06-04,Nevada,266.04,224.01,NA
2015-06-04,New Hampshire,349.72,285.17,NA
2015-06-04,New Jersey,342.44,283.27,NA
2015-06-04,New Mexico,282.77,217.46,NA
2015-06-04,New York,338.27,261.06,NA
2015-06-04,North Carolina,341.84,244.14,NA
2015-06-04,North Dakota,383.8,338.38,NA
2015-06-04,Ohio,331.02,219.17,NA
2015-06-04,Oklahoma,348.62,241.65,NA
2015-06-04,Oregon,202.1,178.15,NA
2015-06-04,Maryland,359.29,265.44,NA
2015-06-04,Massachusetts,339.52,280.34,NA
2015-06-04,Michigan,282.4,263.1,NA
2015-06-04,Minnesota,339.96,269.68,NA
2015-06-04,Mississippi,331.03,157.17,NA
2015-06-04,Missouri,347.49,248.03,NA
2015-06-04,Pennsylvania,358.24,268.28,NA
2015-06-04,Rhode Island,313.53,248.89,NA
2015-06-04,South Carolina,333.82,208.69,NA
2015-06-04,South Dakota,358.46,340.17,NA
2015-06-04,Tennessee,345.24,227.05,NA
2015-06-04,Texas,326.06,232.39,NA
2015-06-04,Utah,285.11,232.95,NA
2015-06-04,Vermont,364.83,304.7,NA
2015-06-04,Virginia,361.63,290.03,NA
2015-06-04,Washington,231.55,187.19,NA
2015-06-04,West Virginia,357.52,224.12,NA
2015-06-04,Wisconsin,344.89,272.03,NA
2015-06-04,Wyoming,313.72,317.38,NA
2014-07-04,Alabama,340.54,203.46,147.57
2014-07-04,Alaska,289.49,260.58,407.31
2014-07-04,Arizona,300.6,209.11,186.79
2014-07-04,Arkansas,349.29,183.18,126.2
2014-07-04,California,245.41,191.96,189.44
2014-07-04,Colorado,238.1,196.53,230.11
2014-07-04,Connecticut,343.34,271.35,254.19
2014-07-04,Delaware,369.21,227.34,204.86
2014-07-04,District of Columbia,345.64,290.21,209.83
2014-07-04,Florida,302.25,217.79,152.01
2014-07-04,Georgia,326.9,215.32,146.73
2014-07-04,Hawaii,311.93,274.49,165.55
2014-07-04,Idaho,276.83,251.21,136.89
2014-07-04,Illinois,355.64,283.61,190.65
2014-07-04,Indiana,332.96,210.69,155.83
2014-07-04,Iowa,367.04,289.39,249.3
2014-07-04,Kansas,350.06,261.24,122.62
2014-07-04,Kentucky,338.04,173.03,123.79
2014-07-04,Louisiana,366.92,245.58,143.14
2014-07-04,Maine,317.46,246.17,272.95
2014-07-04,Montana,267.37,251.01,609.45
2014-07-04,Nebraska,343.3,250.53,133.37
2014-07-04,Nevada,267.98,229.01,234.33
2014-07-04,New Hampshire,358.5,289.02,643
2014-07-04,New Jersey,349.46,288.46,223.83
2014-07-04,New Mexico,290.47,201.7,96.93
2014-07-04,New York,346.93,265.82,209.46
2014-07-04,North Carolina,350.25,244.86,149.37
2014-07-04,North Dakota,399.42,364.82,335.8
2014-07-04,Ohio,335.3,217.02,162.27
2014-07-04,Oklahoma,365.91,231.69,118.22
2014-07-04,Oregon,208.82,184.79,175.53
2014-07-04,Maryland,371.01,250.83,187.53
2014-07-04,Massachusetts,350.53,292.8,222.71
2014-07-04,Michigan,292.78,276.26,270.6
2014-07-04,Minnesota,358.89,277.65,184.78
2014-07-04,Mississippi,335.64,146.01,147.65
2014-07-04,Missouri,356.93,244.22,145.93
2014-07-04,Pennsylvania,366.74,266.84,192.06
2014-07-04,Rhode Island,324.61,256.1,199.96
2014-07-04,South Carolina,342.99,202.33,188.56
2014-07-04,South Dakota,378.21,351.27,123.94
2014-07-04,Tennessee,353.28,224.82,186.57
2014-07-04,Texas,337.89,232.89,144.61
2014-07-04,Utah,288.91,238.91,204.58
2014-07-04,Vermont,375.8,319.57,190.36
2014-07-04,Virginia,368.64,291.53,221.36
2014-07-04,Washington,232.03,190,138.47
2014-07-04,West Virginia,354.4,214.98,157.32
2014-07-04,Wisconsin,353.42,271.9,237.56
2014-07-04,Wyoming,351.78,360.09,161.3
2014-08-04,Alabama,340.53,203.54,145.79
2014-08-04,Alaska,288.34,261.29,403.33
2014-08-04,Arizona,300.6,209.21,185.64
2014-08-04,Arkansas,348.51,180.47,126.2
2014-08-04,California,245.3,191.62,188.74
2014-08-04,Colorado,238.07,196.8,227.49
2014-08-04,Connecticut,341.57,273.02,252.05
2014-08-04,Delaware,367.27,230.17,204.86
2014-08-04,District of Columbia,346.23,287.37,209.83
2014-08-04,Florida,301.6,217.78,151.86
2014-08-04,Georgia,326.63,216.76,145.09
2014-08-04,Hawaii,309.87,265.58,174.23
2014-08-04,Idaho,276.21,249.11,165.19
2014-08-04,Illinois,355.63,283.29,193.54
2014-08-04,Indiana,333.21,211.32,155.76
2014-08-04,Iowa,367.26,290.84,249.3
2014-08-04,Kansas,351.19,261.77,121.73
2014-08-04,Kentucky,338.11,182.92,123.13
2014-08-04,Louisiana,366.91,243.93,144.21
2014-08-04,Maine,317.55,245.94,272.95
2014-08-04,Montana,266.9,242.91,571.68
2014-08-04,Nebraska,341.3,250.49,133.37
2014-08-04,Nevada,268.93,229.54,235.3
2014-08-04,New Hampshire,358.15,290.65,617.09
2014-08-04,New Jersey,349.13,288.25,226.25
2014-08-04,New Mexico,289.27,201.26,94.88
2014-08-04,New York,347.11,265.43,208.31
2014-08-04,North Carolina,349.38,245.25,148.99
2014-08-04,North Dakota,405.46,364.95,336.51
2014-08-04,Ohio,334.9,217.37,165.61
2014-08-04,Oklahoma,363.86,235.11,122.25
2014-08-04,Oregon,208.92,183.78,175.2
2014-08-04,Maryland,370.49,252.01,187.53
2014-08-04,Massachusetts,350.35,289.21,221.92
2014-08-04,Michigan,291.89,275.26,266.25
2014-08-04,Minnesota,357.64,276.38,184.7
2014-08-04,Mississippi,335.71,146.61,146.12
2014-08-04,Missouri,357.69,245.64,145.58
2014-08-04,Pennsylvania,365.89,267.5,193.19
2014-08-04,Rhode Island,322.27,257.42,199.96
2014-08-04,South Carolina,341.95,201.53,186.12
2014-08-04,South Dakota,377.37,351.5,123.94
2014-08-04,Tennessee,353.32,225.56,184.97
2014-08-04,Texas,337.41,233.24,144.12
2014-08-04,Utah,287.07,238.18,207.35
2014-08-04,Vermont,375.19,316.9,190.36
2014-08-04,Virginia,367.5,291.93,224.37
2014-08-04,Washington,232.78,190.05,137.75
2014-08-04,West Virginia,354.37,215,145.37
2014-08-04,Wisconsin,353.17,271.6,250.79
2014-08-04,Wyoming,349.69,349.9,161.3
2014-09-04,Alabama,340.91,205,NA
2014-09-04,Alaska,291.32,261.31,NA
2014-09-04,Arizona,300.44,209.21,NA
2014-09-04,Arkansas,346.25,180.29,NA
2014-09-04,California,245.11,191.29,NA
2014-09-04,Colorado,238.5,197.13,NA
2014-09-04,Connecticut,341.13,271.59,NA
2014-09-04,Delaware,365.55,229.79,NA
2014-09-04,District of Columbia,348.73,287.77,NA
2014-09-04,Florida,302.55,217.6,NA
2014-09-04,Georgia,326.95,216.92,NA
2014-09-04,Hawaii,310.32,268.03,NA
2014-09-04,Idaho,276.18,248.73,NA
2014-09-04,Illinois,355.96,283.27,NA
2014-09-04,Indiana,332.58,211.59,NA
2014-09-04,Iowa,365.79,288.92,NA
2014-09-04,Kansas,351.37,262.31,NA
2014-09-04,Kentucky,337.98,183.73,NA
2014-09-04,Louisiana,366.35,244.6,NA
2014-09-04,Maine,315.05,254.75,NA
2014-09-04,Montana,266.71,251.1,NA
2014-09-04,Nebraska,340.11,250.52,NA
2014-09-04,Nevada,268.1,229.14,NA
2014-09-04,New Hampshire,356.63,291.41,NA
2014-09-04,New Jersey,348.6,287.83,NA
2014-09-04,New Mexico,289.35,201.84,NA
2014-09-04,New York,346.05,265.3,NA
2014-09-04,North Carolina,348.2,246.19,NA
2014-09-04,North Dakota,405.46,349.7,NA
2014-09-04,Ohio,334.51,217.52,NA
2014-09-04,Oklahoma,363.7,232.8,NA
2014-09-04,Oregon,208.25,182.8,NA
2014-09-04,Maryland,370.17,252.37,NA
2014-09-04,Massachusetts,350.09,288.41,NA
2014-09-04,Michigan,290.9,274.18,NA
2014-09-04,Minnesota,354.82,276.33,NA
2014-09-04,Mississippi,337.65,146.27,NA
2014-09-04,Missouri,358.17,245.55,NA
2014-09-04,Pennsylvania,365.88,267.85,NA
2014-09-04,Rhode Island,321.07,258.39,NA
2014-09-04,South Carolina,341.97,202.92,NA
2014-09-04,South Dakota,377.57,348.33,NA
2014-09-04,Tennessee,352.61,225.75,NA
2014-09-04,Texas,336.91,232.17,NA
2014-09-04,Utah,287.55,238.61,NA
2014-09-04,Vermont,374.81,317,NA
2014-09-04,Virginia,366.75,291.64,NA
2014-09-04,Washington,232.8,189.7,NA
2014-09-04,West Virginia,355.32,216.33,NA
2014-09-04,Wisconsin,352.26,271.74,NA
2014-09-04,Wyoming,330.41,356.25,NA
2014-10-04,Alabama,339.52,204.33,NA
2014-10-04,Alaska,291.47,261.88,NA
2014-10-04,Arizona,300.22,210.03,NA
2014-10-04,Arkansas,345.78,180.04,NA
2014-10-04,California,244.96,190.88,NA
2014-10-04,Colorado,237.77,196.87,NA
2014-10-04,Connecticut,340.82,270.88,NA
2014-10-04,Delaware,365.31,231.89,NA
2014-10-04,District of Columbia,350.27,288.52,NA
2014-10-04,Florida,301.83,217.91,NA
2014-10-04,Georgia,326.67,217.26,NA
2014-10-04,Hawaii,310.34,268.21,NA
2014-10-04,Idaho,275.96,247.87,NA
2014-10-04,Illinois,356.29,283.04,NA
2014-10-04,Indiana,332.64,213.4,NA
2014-10-04,Iowa,365.89,288.93,NA
2014-10-04,Kansas,350.64,262.42,NA
2014-10-04,Kentucky,338.65,174.16,NA
2014-10-04,Louisiana,365.52,243.38,NA
2014-10-04,Maine,314.94,245.06,NA
2014-10-04,Montana,266.34,250.51,NA
2014-10-04,Nebraska,339,249.9,NA
2014-10-04,Nevada,268.19,229.54,NA
2014-10-04,New Hampshire,356.62,290.68,NA
2014-10-04,New Jersey,348.46,287.5,NA
2014-10-04,New Mexico,288.35,202.56,NA
2014-10-04,New York,346.54,264.83,NA
2014-10-04,North Carolina,347.83,245.35,NA
2014-10-04,North Dakota,393.75,347.07,NA
2014-10-04,Ohio,334.36,217.97,NA
2014-10-04,Oklahoma,365.08,234.03,NA
2014-10-04,Oregon,208.04,182.08,NA
2014-10-04,Maryland,369.56,253.2,NA
2014-10-04,Massachusetts,349.39,288.49,NA
2014-10-04,Michigan,290.61,273.45,NA
2014-10-04,Minnesota,354.4,275.81,NA
2014-10-04,Mississippi,337.31,145.49,NA
2014-10-04,Missouri,357.85,246.13,NA
2014-10-04,Pennsylvania,365.23,267.72,NA
2014-10-04,Rhode Island,319.92,258.99,NA
2014-10-04,South Carolina,340.96,203.6,NA
2014-10-04,South Dakota,377.14,348.54,NA
2014-10-04,Tennessee,351.99,226.92,NA
2014-10-04,Texas,336.7,232.65,NA
2014-10-04,Utah,287.71,238.75,NA
2014-10-04,Vermont,374.09,313.68,NA
2014-10-04,Virginia,366.61,291.77,NA
2014-10-04,Washington,233.2,189.52,NA
2014-10-04,West Virginia,354.75,217.15,NA
2014-10-04,Wisconsin,352.35,272.68,NA
2014-10-04,Wyoming,328.51,355.77,NA
2014-11-04,Alabama,339.32,204.61,NA
2014-11-04,Alaska,290.61,262.3,NA
2014-11-04,Arizona,300.37,210.42,NA
2014-11-04,Arkansas,343.82,179.65,NA
2014-11-04,California,245.03,190.88,NA
2014-11-04,Colorado,237.19,196.05,NA
2014-11-04,Connecticut,340.41,270.08,NA
2014-11-04,Delaware,363.53,234.38,NA
2014-11-04,District of Columbia,349.19,284.41,NA
2014-11-04,Florida,301.57,217.8,NA
2014-11-04,Georgia,325.63,217.32,NA
2014-11-04,Hawaii,310.95,267.3,NA
2014-11-04,Idaho,275.98,247.09,NA
2014-11-04,Illinois,355.68,283.18,NA
2014-11-04,Indiana,332.11,213.65,NA
2014-11-04,Iowa,364.93,288.8,NA
2014-11-04,Kansas,351.33,261.47,NA
2014-11-04,Kentucky,339.41,182.76,NA
2014-11-04,Louisiana,364.83,241.03,NA
2014-11-04,Maine,315.43,243.78,NA
2014-11-04,Montana,265.92,241.74,NA
2014-11-04,Nebraska,341.33,247.88,NA
2014-11-04,Nevada,267.11,229.08,NA
2014-11-04,New Hampshire,355.95,290.92,NA
2014-11-04,New Jersey,348.04,287.56,NA
2014-11-04,New Mexico,288.26,213.84,NA
2014-11-04,New York,345.98,264.55,NA
2014-11-04,North Carolina,347.67,245.42,NA
2014-11-04,North Dakota,393.15,342.44,NA
2014-11-04,Ohio,333.72,217.48,NA
2014-11-04,Oklahoma,362.84,234.79,NA
2014-11-04,Oregon,207.68,181.48,NA
2014-11-04,Maryland,368.62,255.85,NA
2014-11-04,Massachusetts,348.67,287.85,NA
2014-11-04,Michigan,290.57,271.51,NA
2014-11-04,Minnesota,353.71,274.74,NA
2014-11-04,Mississippi,337.51,146.73,NA
2014-11-04,Missouri,352.95,246.05,NA
2014-11-04,Pennsylvania,364.25,268.72,NA
2014-11-04,Rhode Island,318.8,260.23,NA
2014-11-04,South Carolina,339.93,203.62,NA
2014-11-04,South Dakota,377.08,348.54,NA
2014-11-04,Tennessee,351.22,226.47,NA
2014-11-04,Texas,336.62,233.22,NA
2014-11-04,Utah,290.91,238.32,NA
2014-11-04,Vermont,372.75,311.57,NA
2014-11-04,Virginia,367.16,293.12,NA
2014-11-04,Washington,233.41,189.53,NA
2014-11-04,West Virginia,356.52,219.46,NA
2014-11-04,Wisconsin,351.62,272.96,NA
2014-11-04,Wyoming,326.51,353.86,NA
2014-12-04,Alabama,339.21,205.71,NA
2014-12-04,Alaska,303.22,270.41,NA
2014-12-04,Arizona,299.66,210.26,NA
2014-12-04,Arkansas,343.8,206.44,NA
2014-12-04,California,244.31,190.16,NA
2014-12-04,Colorado,243.86,195.7,NA
2014-12-04,Connecticut,338.23,268.46,NA
2014-12-04,Delaware,363.77,235.28,NA
2014-12-04,District of Columbia,348.6,282.4,NA
2014-12-04,Florida,302.03,217.47,NA
2014-12-04,Georgia,324.42,217.31,NA
2014-12-04,Hawaii,307.97,265.34,NA
2014-12-04,Idaho,275.17,245.99,NA
2014-12-04,Illinois,354.7,282.97,NA
2014-12-04,Indiana,332.74,213.64,NA
2014-12-04,Iowa,365.1,288.71,NA
2014-12-04,Kansas,350.09,261.68,NA
2014-12-04,Kentucky,338.73,173.74,NA
2014-12-04,Louisiana,363.39,240.91,NA
2014-12-04,Maine,314.3,236.09,NA
2014-12-04,Montana,265.8,241.29,NA
2014-12-04,Nebraska,338.23,246.98,NA
2014-12-04,Nevada,266.57,227.25,NA
2014-12-04,New Hampshire,354.98,289.36,NA
2014-12-04,New Jersey,346.57,287.02,NA
2014-12-04,New Mexico,288.18,215.74,NA
2014-12-04,New York,344.91,264.07,NA
2014-12-04,North Carolina,346.22,245.41,NA
2014-12-04,North Dakota,397.09,345.93,NA
2014-12-04,Ohio,333.28,218.69,NA
2014-12-04,Oklahoma,355.69,234.81,NA
2014-12-04,Oregon,206.58,181.12,NA
2014-12-04,Maryland,366.86,255.33,NA
2014-12-04,Massachusetts,347.56,286.77,NA
2014-12-04,Michigan,289.31,270.73,NA
2014-12-04,Minnesota,352.51,274.21,NA
2014-12-04,Mississippi,337.13,148.56,NA
2014-12-04,Missouri,352.68,245.51,NA
2014-12-04,Pennsylvania,363.73,269.12,NA
2014-12-04,Rhode Island,317.54,260.26,NA
2014-12-04,South Carolina,338.47,205.54,NA
2014-12-04,South Dakota,356.93,348.91,NA
2014-12-04,Tennessee,349.21,225.82,NA
2014-12-04,Texas,335.4,233.02,NA
2014-12-04,Utah,291.22,237.27,NA
2014-12-04,Vermont,371.53,309.72,NA
2014-12-04,Virginia,365.66,292.39,NA
2014-12-04,Washington,233.68,189.4,NA
2014-12-04,West Virginia,358.2,220.76,NA
2014-12-04,Wisconsin,351.06,274.26,NA
2014-12-04,Wyoming,326.84,353.74,NA
2014-01-05,Alabama,339.32,198.13,148.48
2014-01-05,Alaska,289.14,262.29,388.58
2014-01-05,Arizona,303.22,209.78,198.06
2014-01-05,Arkansas,361.21,185.65,124.99
2014-01-05,California,248.68,193.63,192.67
2014-01-05,Colorado,236.14,196.82,213.49
2014-01-05,Connecticut,347.79,274.54,257.36
2014-01-05,Delaware,373.35,226.15,199.88
2014-01-05,District of Columbia,352.18,295.68,211.38
2014-01-05,Florida,306.12,220.07,157.97
2014-01-05,Georgia,332.22,213.71,154.94
2014-01-05,Hawaii,310.6,270.26,160.46
2014-01-05,Idaho,276.05,255.03,132.61
2014-01-05,Illinois,359.9,287.3,181.12
2014-01-05,Indiana,336.72,207.17,153.41
2014-01-05,Iowa,371.89,292.69,252.24
2014-01-05,Kansas,353.98,260.63,124.27
2014-01-05,Kentucky,337.79,182.56,120.49
2014-01-05,Louisiana,377.85,243.12,153.49
2014-01-05,Maine,321.05,261.41,214.8
2014-01-05,Montana,279.62,258.79,734.65
2014-01-05,Nebraska,352.74,247.42,142.99
2014-01-05,Nevada,269.9,218.92,231.08
2014-01-05,New Hampshire,365.88,289.3,561.05
2014-01-05,New Jersey,354.91,294.32,226.65
2014-01-05,New Mexico,294.1,216.79,63.7
2014-01-05,New York,352.01,269.1,189.73
2014-01-05,North Carolina,355.28,247.14,151.81
2014-01-05,North Dakota,412.37,360.54,269.55
2014-01-05,Ohio,336.5,213.07,168.72
2014-01-05,Oklahoma,362.82,228.62,121.28
2014-01-05,Oregon,213.49,188.94,175.87
2014-01-05,Maryland,380.27,247.9,196.11
2014-01-05,Massachusetts,354.52,297.14,217.59
2014-01-05,Michigan,299.46,277.73,227.48
2014-01-05,Minnesota,371.21,280.57,183.29
2014-01-05,Mississippi,340.61,149.6,138.48
2014-01-05,Missouri,371.31,241.85,151.91
2014-01-05,Pennsylvania,372.77,267.03,193.52
2014-01-05,Rhode Island,335.03,261.66,207.93
2014-01-05,South Carolina,348.88,202.32,176.45
2014-01-05,South Dakota,387.8,364.98,125.68
2014-01-05,Tennessee,359.68,224.27,199.5
2014-01-05,Texas,343.14,235.84,141.59
2014-01-05,Utah,291.56,232.82,169.84
2014-01-05,Vermont,379.76,323.29,187.06
2014-01-05,Virginia,373.77,287.99,224.75
2014-01-05,Washington,235.97,191.99,148.33
2014-01-05,West Virginia,361.11,197.6,158.25
2014-01-05,Wisconsin,358.18,268.33,228.87
2014-01-05,Wyoming,354.03,378.95,161.3
2015-01-05,Alabama,337.09,208.67,NA
2015-01-05,Alaska,303.07,271.39,NA
2015-01-05,Arizona,298.51,209.32,NA
2015-01-05,Arkansas,341.66,208.17,NA
2015-01-05,California,243.91,189.39,NA
2015-01-05,Colorado,243.58,195.22,NA
2015-01-05,Connecticut,336.73,268.04,NA
2015-01-05,Delaware,364.18,234.17,NA
2015-01-05,District of Columbia,348.21,281.98,NA
2015-01-05,Florida,300.93,216.86,NA
2015-01-05,Georgia,324.1,217.34,NA
2015-01-05,Hawaii,307.85,263.05,NA
2015-01-05,Idaho,275.54,245.42,NA
2015-01-05,Illinois,353.52,282.65,NA
2015-01-05,Indiana,332.46,214.96,NA
2015-01-05,Iowa,365.02,289,NA
2015-01-05,Kansas,349.72,259.84,NA
2015-01-05,Kentucky,339.28,173.88,NA
2015-01-05,Louisiana,361.85,240.7,NA
2015-01-05,Maine,312.13,235.29,NA
2015-01-05,Montana,265.51,247.13,NA
2015-01-05,Nebraska,335.5,246.2,NA
2015-01-05,Nevada,265.34,226.33,NA
2015-01-05,New Hampshire,353.8,288.94,NA
2015-01-05,New Jersey,345.36,286.46,NA
2015-01-05,New Mexico,288.64,219.47,NA
2015-01-05,New York,343.93,263.52,NA
2015-01-05,North Carolina,345.23,245.57,NA
2015-01-05,North Dakota,393.94,339.6,NA
2015-01-05,Ohio,332.53,219.24,NA
2015-01-05,Oklahoma,353.49,238.46,NA
2015-01-05,Oregon,205.85,181.01,NA
2015-01-05,Maryland,366.14,256.1,NA
2015-01-05,Massachusetts,345.46,285.54,NA
2015-01-05,Michigan,287.89,270.44,NA
2015-01-05,Minnesota,351.36,272.67,NA
2015-01-05,Mississippi,335.37,150.94,NA
2015-01-05,Missouri,351.58,245.2,NA
2015-01-05,Pennsylvania,362.85,269.18,NA
2015-01-05,Rhode Island,317.06,259.4,NA
2015-01-05,South Carolina,337.09,205.61,NA
2015-01-05,South Dakota,357.05,348.81,NA
2015-01-05,Tennessee,347.87,225.65,NA
2015-01-05,Texas,334.23,233.45,NA
2015-01-05,Utah,290.26,237.66,NA
2015-01-05,Vermont,371.01,308.89,NA
2015-01-05,Virginia,364.98,292.67,NA
2015-01-05,Washington,233.12,189.89,NA
2015-01-05,West Virginia,358.62,224.35,NA
2015-01-05,Wisconsin,350.53,272.62,NA
2015-01-05,Wyoming,320.39,351.3,NA
2014-02-05,Alabama,339.4,200.76,152.02
2014-02-05,Alaska,287.55,254.47,388.58
2014-02-05,Arizona,303.2,210.38,195.85
2014-02-05,Arkansas,359.41,183.12,128.14
2014-02-05,California,248.3,192.87,191.39
2014-02-05,Colorado,237.59,198.38,223.6
2014-02-05,Connecticut,346.74,273.53,252.31
2014-02-05,Delaware,373.46,227.38,199.88
2014-02-05,District of Columbia,349.92,292.37,211.38
